"Distribution of disabled workers by sex, economic status and residence - 2011",,,,,,,,,,,
Table Name,State Code,State Name,Type of disability,Total/ Rural/ Urban,Sex,Workers,,,,,Non-workers
DISAB04,08,State - RAJASTHAN (08),Multiple disability,Rural,Persons,28858,15837,6604,681,5736,150366
DISAB04,08,State - RAJASTHAN (08),Multiple disability,Rural,Males,17833,10150,3325,415,3943,69555
DISAB04,08,State - RAJASTHAN (08),Multiple disability,Rural,Females,11025,5687,3279,266,1793,80811
DISAB04,08,State - RAJASTHAN (08),Multiple disability,Urban,Persons,3859,277,211,276,3095,28140
DISAB04,08,State - RAJASTHAN (08),Multiple disability,Urban,Males,3122,194,135,207,2586,14079
DISAB04,08,State - RAJASTHAN (08),Multiple disability,Urban,Females,737,83,76,69,509,14061
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Total,Persons,1446393,391424,432259,100898,521812,2711121
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Total,Males,1104369,323936,310807,63069,406557,1259802
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Total,Females,342024,67488,121452,37829,115255,1451319
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Rural,Persons,1119087,377652,407924,69361,264150,2047528
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Rural,Males,841783,312722,291090,40965,197006,961932
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Rural,Females,277304,64930,116834,28396,67144,1085596
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Urban,Persons,327306,13772,24335,31537,257662,663593
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Urban,Males,262586,11214,19717,22104,209551,297870
DISAB04,09,State - UTTAR PRADESH (09),Total disabled population,Urban,Females,64720,2558,4618,9433,48111,365723
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Total,Persons,264611,74784,78786,17099,93942,499377
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Total,Males,198588,60464,54605,10566,72953,209274
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Total,Females,66023,14320,24181,6533,20989,290103
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Rural,Persons,202496,71963,74617,11253,44663,376686
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Rural,Males,148560,58280,51244,6528,32508,159261
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Rural,Females,53936,13683,23373,4725,12155,217425
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Urban,Persons,62115,2821,4169,5846,49279,122691
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Urban,Males,50028,2184,3361,4038,40445,50013
DISAB04,09,State - UTTAR PRADESH (09),In Seeing,Urban,Females,12087,637,808,1808,8834,72678
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Total,Persons,372949,98353,107489,28882,138225,654886
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Total,Males,271143,79182,73020,16588,102353,274036
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Total,Females,101806,19171,34469,12294,35872,380850
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Rural,Persons,278521,94601,100973,19265,63682,475183
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Rural,Males,197948,76233,67787,10254,43674,200717
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Rural,Females,80573,18368,33186,9011,20008,274466
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Urban,Persons,94428,3752,6516,9617,74543,179703
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Urban,Males,73195,2949,5233,6334,58679,73319
DISAB04,09,State - UTTAR PRADESH (09),In Hearing,Urban,Females,21233,803,1283,3283,15864,106384
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Total,Persons,96234,26945,28375,6963,33951,170352
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Total,Males,73765,22165,20468,4425,26707,77405
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Total,Females,22469,4780,7907,2538,7244,92947
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Rural,Persons,74145,25987,26782,4677,16699,128007
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Rural,Males,55782,21372,19158,2774,12478,58883
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Rural,Females,18363,4615,7624,1903,4221,69124
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Urban,Persons,22089,958,1593,2286,17252,42345
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Urban,Males,17983,793,1310,1651,14229,18522
DISAB04,09,State - UTTAR PRADESH (09),In Speech,Urban,Females,4106,165,283,635,3023,23823
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Total,Persons,243893,66984,68881,15761,92267,433820
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Total,Males,206468,59786,56141,11674,78867,235147
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Total,Females,37425,7198,12740,4087,13400,198673
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Rural,Persons,196877,65073,65269,11572,54963,346326
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Rural,Males,165573,58021,52940,8390,46222,189488
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Rural,Females,31304,7052,12329,3182,8741,156838
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Urban,Persons,47016,1911,3612,4189,37304,87494
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Urban,Males,40895,1765,3201,3284,32645,45659
DISAB04,09,State - UTTAR PRADESH (09),In Movement,Urban,Females,6121,146,411,905,4659,41835
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Total,Persons,45770,12849,16684,2573,13664,135572
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Total,Males,36606,10908,12996,1711,10991,77235
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Total,Females,9164,1941,3688,862,2673,58337
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Rural,Persons,37145,12437,15884,1804,7020,102952
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Rural,Males,29477,10568,12316,1143,5450,58759
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Rural,Females,7668,1869,3568,661,1570,44193
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Urban,Persons,8625,412,800,769,6644,32620
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Urban,Males,7129,340,680,568,5541,18476
DISAB04,09,State - UTTAR PRADESH (09),Mental Retardation,Urban,Females,1496,72,120,201,1103,14144
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Total,Persons,16861,4898,6022,960,4981,59742
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Total,Males,13764,4275,4757,639,4093,35357
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Total,Females,3097,623,1265,321,888,24385
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Rural,Persons,13615,4773,5662,650,2530,43882
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Rural,Males,10997,4160,4434,405,1998,26024
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Rural,Females,2618,613,1228,245,532,17858
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Urban,Persons,3246,125,360,310,2451,15860
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Urban,Males,2767,115,323,234,2095,9333
DISAB04,09,State - UTTAR PRADESH (09),Mental Illness,Urban,Females,479,10,37,76,356,6527
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Total,Persons,361086,93598,112207,25279,130002,585350
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Total,Males,269510,76241,78729,15441,99099,259454
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Total,Females,91576,17357,33478,9838,30903,325896
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Rural,Persons,280613,90235,105727,17676,66975,439407
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Rural,Males,206392,73545,73776,10093,48978,196346
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Rural,Females,74221,16690,31951,7583,17997,243061
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Urban,Persons,80473,3363,6480,7603,63027,145943
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Urban,Males,63118,2696,4953,5348,50121,63108
DISAB04,09,State - UTTAR PRADESH (09),Any Other,Urban,Females,17355,667,1527,2255,12906,82835
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Total,Persons,44989,13013,13815,3381,14780,172022
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Total,Males,34525,10915,10091,2025,11494,91894
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Total,Females,10464,2098,3724,1356,3286,80128
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Rural,Persons,35675,12583,13010,2464,7618,135085
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Rural,Males,27054,10543,9435,1378,5698,72454
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Rural,Females,8621,2040,3575,1086,1920,62631
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Urban,Persons,9314,430,805,917,7162,36937
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Urban,Males,7471,372,656,647,5796,19440
DISAB04,09,State - UTTAR PRADESH (09),Multiple disability,Urban,Females,1843,58,149,270,1366,17497
DISAB04,10,State - BIHAR (10),Total disabled population,Total,Persons,865347,170216,449657,40226,205248,1465662
DISAB04,10,State - BIHAR (10),Total disabled population,Total,Males,654038,139845,329084,23814,161295,689062
DISAB04,10,State - BIHAR (10),Total disabled population,Total,Females,211309,30371,120573,16412,43953,776600
DISAB04,10,State - BIHAR (10),Total disabled population,Rural,Persons,775277,164998,436432,33570,140277,1271074
DISAB04,10,State - BIHAR (10),Total disabled population,Rural,Males,581040,135516,318641,19101,107782,599773
DISAB04,10,State - BIHAR (10),Total disabled population,Rural,Females,194237,29482,117791,14469,32495,671301
DISAB04,10,State - BIHAR (10),Total disabled population,Urban,Persons,90070,5218,13225,6656,64971,194588
DISAB04,10,State - BIHAR (10),Total disabled population,Urban,Males,72998,4329,10443,4713,53513,89289
DISAB04,10,State - BIHAR (10),Total disabled population,Urban,Females,17072,889,2782,1943,11458,105299
DISAB04,10,State - BIHAR (10),In Seeing,Total,Persons,200995,41675,104650,8332,46338,348085
DISAB04,10,State - BIHAR (10),In Seeing,Total,Males,149712,33458,74847,4893,36514,147331
DISAB04,10,State - BIHAR (10),In Seeing,Total,Females,51283,8217,29803,3439,9824,200754
DISAB04,10,State - BIHAR (10),In Seeing,Rural,Persons,179530,40152,101370,6963,31045,300588
DISAB04,10,State - BIHAR (10),In Seeing,Rural,Males,132038,32243,72247,3892,23656,127477
DISAB04,10,State - BIHAR (10),In Seeing,Rural,Females,47492,7909,29123,3071,7389,173111
DISAB04,10,State - BIHAR (10),In Seeing,Urban,Persons,21465,1523,3280,1369,15293,47497
DISAB04,10,State - BIHAR (10),In Seeing,Urban,Males,17674,1215,2600,1001,12858,19854
DISAB04,10,State - BIHAR (10),In Seeing,Urban,Females,3791,308,680,368,2435,27643
DISAB04,10,State - BIHAR (10),In Hearing,Total,Persons,221561,42979,113751,11403,53428,350602
DISAB04,10,State - BIHAR (10),In Hearing,Total,Males,159383,34179,79377,6067,39760,148688
DISAB04,10,State - BIHAR (10),In Hearing,Total,Females,62178,8800,34374,5336,13668,201914
DISAB04,10,State - BIHAR (10),In Hearing,Rural,Persons,196844,41610,110285,9599,35350,300912
DISAB04,10,State - BIHAR (10),In Hearing,Rural,Males,140131,33062,76811,4868,25390,128141
DISAB04,10,State - BIHAR (10),In Hearing,Rural,Females,56713,8548,33474,4731,9960,172771
DISAB04,10,State - BIHAR (10),In Hearing,Urban,Persons,24717,1369,3466,1804,18078,49690
DISAB04,10,State - BIHAR (10),In Hearing,Urban,Males,19252,1117,2566,1199,14370,20547
DISAB04,10,State - BIHAR (10),In Hearing,Urban,Females,5465,252,900,605,3708,29143
DISAB04,10,State - BIHAR (10),In Speech,Total,Persons,64974,13268,33557,3301,14848,105871
DISAB04,10,State - BIHAR (10),In Speech,Total,Males,48932,10799,24479,1950,11704,48961
DISAB04,10,State - BIHAR (10),In Speech,Total,Females,16042,2469,9078,1351,3144,56910
DISAB04,10,State - BIHAR (10),In Speech,Rural,Persons,58247,12917,32559,2776,9995,91950
DISAB04,10,State - BIHAR (10),In Speech,Rural,Males,43438,10503,23678,1562,7695,42798
DISAB04,10,State - BIHAR (10),In Speech,Rural,Females,14809,2414,8881,1214,2300,49152
DISAB04,10,State - BIHAR (10),In Speech,Urban,Persons,6727,351,998,525,4853,13921
DISAB04,10,State - BIHAR (10),In Speech,Urban,Males,5494,296,801,388,4009,6163
DISAB04,10,State - BIHAR (10),In Speech,Urban,Females,1233,55,197,137,844,7758
DISAB04,10,State - BIHAR (10),In Movement,Total,Persons,140722,29078,69681,5934,36029,228855
DISAB04,10,State - BIHAR (10),In Movement,Total,Males,118482,25920,56934,4330,31298,127094
DISAB04,10,State - BIHAR (10),In Movement,Total,Females,22240,3158,12747,1604,4731,101761
DISAB04,10,State - BIHAR (10),In Movement,Rural,Persons,127850,28410,67775,5101,26564,202544
DISAB04,10,State - BIHAR (10),In Movement,Rural,Males,107234,25319,55318,3674,22923,112828
DISAB04,10,State - BIHAR (10),In Movement,Rural,Females,20616,3091,12457,1427,3641,89716
DISAB04,10,State - BIHAR (10),In Movement,Urban,Persons,12872,668,1906,833,9465,26311
DISAB04,10,State - BIHAR (10),In Movement,Urban,Males,11248,601,1616,656,8375,14266
DISAB04,10,State - BIHAR (10),In Movement,Urban,Females,1624,67,290,177,1090,12045
DISAB04,10,State - BIHAR (10),Mental Retardation,Total,Persons,26356,5409,14712,1078,5157,62895
DISAB04,10,State - BIHAR (10),Mental Retardation,Total,Males,20312,4508,11045,652,4107,35023
DISAB04,10,State - BIHAR (10),Mental Retardation,Total,Females,6044,901,3667,426,1050,27872
DISAB04,10,State - BIHAR (10),Mental Retardation,Rural,Persons,24252,5294,14343,920,3695,54268
DISAB04,10,State - BIHAR (10),Mental Retardation,Rural,Males,18547,4403,10740,529,2875,30074
DISAB04,10,State - BIHAR (10),Mental Retardation,Rural,Females,5705,891,3603,391,820,24194
DISAB04,10,State - BIHAR (10),Mental Retardation,Urban,Persons,2104,115,369,158,1462,8627
DISAB04,10,State - BIHAR (10),Mental Retardation,Urban,Males,1765,105,305,123,1232,4949
DISAB04,10,State - BIHAR (10),Mental Retardation,Urban,Females,339,10,64,35,230,3678
DISAB04,10,State - BIHAR (10),Mental Illness,Total,Persons,10006,2113,5529,401,1963,27515
DISAB04,10,State - BIHAR (10),Mental Illness,Total,Males,8084,1865,4357,248,1614,16817
DISAB04,10,State - BIHAR (10),Mental Illness,Total,Females,1922,248,1172,153,349,10698
DISAB04,10,State - BIHAR (10),Mental Illness,Rural,Persons,9259,2068,5397,350,1444,23432
DISAB04,10,State - BIHAR (10),Mental Illness,Rural,Males,7436,1822,4247,209,1158,14158
DISAB04,10,State - BIHAR (10),Mental Illness,Rural,Females,1823,246,1150,141,286,9274
DISAB04,10,State - BIHAR (10),Mental Illness,Urban,Persons,747,45,132,51,519,4083
DISAB04,10,State - BIHAR (10),Mental Illness,Urban,Males,648,43,110,39,456,2659
DISAB04,10,State - BIHAR (10),Mental Illness,Urban,Females,99,2,22,12,63,1424
DISAB04,10,State - BIHAR (10),Any Other,Total,Persons,175382,30611,94265,8464,42042,256346
DISAB04,10,State - BIHAR (10),Any Other,Total,Males,129924,24928,68091,4878,32027,116536
DISAB04,10,State - BIHAR (10),Any Other,Total,Females,45458,5683,26174,3586,10015,139810
DISAB04,10,State - BIHAR (10),Any Other,Rural,Persons,156244,29604,91579,6761,28300,221837
DISAB04,10,State - BIHAR (10),Any Other,Rural,Males,114867,24094,65951,3730,21092,101240
DISAB04,10,State - BIHAR (10),Any Other,Rural,Females,41377,5510,25628,3031,7208,120597
DISAB04,10,State - BIHAR (10),Any Other,Urban,Persons,19138,1007,2686,1703,13742,34509
DISAB04,10,State - BIHAR (10),Any Other,Urban,Males,15057,834,2140,1148,10935,15296
DISAB04,10,State - BIHAR (10),Any Other,Urban,Females,4081,173,546,555,2807,19213
DISAB04,10,State - BIHAR (10),Multiple disability,Total,Persons,25351,5083,13512,1313,5443,85493
DISAB04,10,State - BIHAR (10),Multiple disability,Total,Males,19209,4188,9954,796,4271,48612
DISAB04,10,State - BIHAR (10),Multiple disability,Total,Females,6142,895,3558,517,1172,36881
DISAB04,10,State - BIHAR (10),Multiple disability,Rural,Persons,23051,4943,13124,1100,3884,75543
DISAB04,10,State - BIHAR (10),Multiple disability,Rural,Males,17349,4070,9649,637,2993,43057
DISAB04,10,State - BIHAR (10),Multiple disability,Rural,Females,5702,873,3475,463,891,32486
DISAB04,10,State - BIHAR (10),Multiple disability,Urban,Persons,2300,140,388,213,1559,9950
DISAB04,10,State - BIHAR (10),Multiple disability,Urban,Males,1860,118,305,159,1278,5555
DISAB04,10,State - BIHAR (10),Multiple disability,Urban,Females,440,22,83,54,281,4395
DISAB04,11,State - SIKKIM (11),Total disabled population,Total,Persons,8918,4259,1082,148,3429,9269
DISAB04,11,State - SIKKIM (11),Total disabled population,Total,Males,5596,2509,589,83,2415,4183
DISAB04,11,State - SIKKIM (11),Total disabled population,Total,Females,3322,1750,493,65,1014,5086
DISAB04,11,State - SIKKIM (11),Total disabled population,Rural,Persons,8093,4237,1044,135,2677,7766
DISAB04,11,State - SIKKIM (11),Total disabled population,Rural,Males,4982,2498,562,71,1851,3566
DISAB04,11,State - SIKKIM (11),Total disabled population,Rural,Females,3111,1739,482,64,826,4200
DISAB04,11,State - SIKKIM (11),Total disabled population,Urban,Persons,825,22,38,13,752,1503
DISAB04,11,State - SIKKIM (11),Total disabled population,Urban,Males,614,11,27,12,564,617
DISAB04,11,State - SIKKIM (11),Total disabled population,Urban,Females,211,11,11,1,188,886
DISAB04,11,State - SIKKIM (11),In Seeing,Total,Persons,1434,663,138,20,613,1338
DISAB04,11,State - SIKKIM (11),In Seeing,Total,Males,836,383,68,6,379,585
DISAB04,11,State - SIKKIM (11),In Seeing,Total,Females,598,280,70,14,234,753
DISAB04,11,State - SIKKIM (11),In Seeing,Rural,Persons,1323,660,136,18,509,1161
DISAB04,11,State - SIKKIM (11),In Seeing,Rural,Males,752,381,66,4,301,519
DISAB04,11,State - SIKKIM (11),In Seeing,Rural,Females,571,279,70,14,208,642
DISAB04,11,State - SIKKIM (11),In Seeing,Urban,Persons,111,3,2,2,104,177
DISAB04,11,State - SIKKIM (11),In Seeing,Urban,Males,84,2,2,2,78,66
DISAB04,11,State - SIKKIM (11),In Seeing,Urban,Females,27,1,0,0,26,111
DISAB04,11,State - SIKKIM (11),In Hearing,Total,Persons,3241,1464,363,52,1362,2102
DISAB04,11,State - SIKKIM (11),In Hearing,Total,Males,2108,861,205,35,1007,879
DISAB04,11,State - SIKKIM (11),In Hearing,Total,Females,1133,603,158,17,355,1223
DISAB04,11,State - SIKKIM (11),In Hearing,Rural,Persons,2965,1455,352,50,1108,1738
DISAB04,11,State - SIKKIM (11),In Hearing,Rural,Males,1899,857,198,34,810,739
DISAB04,11,State - SIKKIM (11),In Hearing,Rural,Females,1066,598,154,16,298,999
DISAB04,11,State - SIKKIM (11),In Hearing,Urban,Persons,276,9,11,2,254,364
DISAB04,11,State - SIKKIM (11),In Hearing,Urban,Males,209,4,7,1,197,140
DISAB04,11,State - SIKKIM (11),In Hearing,Urban,Females,67,5,4,1,57,224
DISAB04,11,State - SIKKIM (11),In Speech,Total,Persons,790,420,153,8,209,787
DISAB04,11,State - SIKKIM (11),In Speech,Total,Males,468,240,87,5,136,350
DISAB04,11,State - SIKKIM (11),In Speech,Total,Females,322,180,66,3,73,437
DISAB04,11,State - SIKKIM (11),In Speech,Rural,Persons,704,417,144,6,137,635
DISAB04,11,State - SIKKIM (11),In Speech,Rural,Males,407,239,80,3,85,292
DISAB04,11,State - SIKKIM (11),In Speech,Rural,Females,297,178,64,3,52,343
DISAB04,11,State - SIKKIM (11),In Speech,Urban,Persons,86,3,9,2,72,152
DISAB04,11,State - SIKKIM (11),In Speech,Urban,Males,61,1,7,2,51,58
DISAB04,11,State - SIKKIM (11),In Speech,Urban,Females,25,2,2,0,21,94
DISAB04,11,State - SIKKIM (11),In Movement,Total,Persons,833,392,75,18,348,1234
DISAB04,11,State - SIKKIM (11),In Movement,Total,Males,596,272,45,8,271,622
DISAB04,11,State - SIKKIM (11),In Movement,Total,Females,237,120,30,10,77,612
DISAB04,11,State - SIKKIM (11),In Movement,Rural,Persons,739,390,72,17,260,1053
DISAB04,11,State - SIKKIM (11),In Movement,Rural,Males,521,270,42,7,202,543
DISAB04,11,State - SIKKIM (11),In Movement,Rural,Females,218,120,30,10,58,510
DISAB04,11,State - SIKKIM (11),In Movement,Urban,Persons,94,2,3,1,88,181
DISAB04,11,State - SIKKIM (11),In Movement,Urban,Males,75,2,3,1,69,79
DISAB04,11,State - SIKKIM (11),In Movement,Urban,Females,19,0,0,0,19,102
DISAB04,11,State - SIKKIM (11),Mental Retardation,Total,Persons,174,91,23,2,58,342
DISAB04,11,State - SIKKIM (11),Mental Retardation,Total,Males,105,52,9,2,42,169
DISAB04,11,State - SIKKIM (11),Mental Retardation,Total,Females,69,39,14,0,16,173
DISAB04,11,State - SIKKIM (11),Mental Retardation,Rural,Persons,156,91,21,1,43,260
DISAB04,11,State - SIKKIM (11),Mental Retardation,Rural,Males,94,52,8,1,33,127
DISAB04,11,State - SIKKIM (11),Mental Retardation,Rural,Females,62,39,13,0,10,133
DISAB04,11,State - SIKKIM (11),Mental Retardation,Urban,Persons,18,0,2,1,15,82
DISAB04,11,State - SIKKIM (11),Mental Retardation,Urban,Males,11,0,1,1,9,42
DISAB04,11,State - SIKKIM (11),Mental Retardation,Urban,Females,7,0,1,0,6,40
DISAB04,11,State - SIKKIM (11),Mental Illness,Total,Persons,167,98,28,6,35,346
DISAB04,11,State - SIKKIM (11),Mental Illness,Total,Males,92,46,16,5,25,163
DISAB04,11,State - SIKKIM (11),Mental Illness,Total,Females,75,52,12,1,10,183
DISAB04,11,State - SIKKIM (11),Mental Illness,Rural,Persons,155,98,27,4,26,288
DISAB04,11,State - SIKKIM (11),Mental Illness,Rural,Males,83,46,16,3,18,126
DISAB04,11,State - SIKKIM (11),Mental Illness,Rural,Females,72,52,11,1,8,162
DISAB04,11,State - SIKKIM (11),Mental Illness,Urban,Persons,12,0,1,2,9,58
DISAB04,11,State - SIKKIM (11),Mental Illness,Urban,Males,9,0,0,2,7,37
DISAB04,11,State - SIKKIM (11),Mental Illness,Urban,Females,3,0,1,0,2,21
DISAB04,11,State - SIKKIM (11),Any Other,Total,Persons,1217,491,136,25,565,1242
DISAB04,11,State - SIKKIM (11),Any Other,Total,Males,744,275,74,8,387,538
DISAB04,11,State - SIKKIM (11),Any Other,Total,Females,473,216,62,17,178,704
DISAB04,11,State - SIKKIM (11),Any Other,Rural,Persons,1049,489,131,24,405,974
DISAB04,11,State - SIKKIM (11),Any Other,Rural,Males,621,274,70,7,270,442
DISAB04,11,State - SIKKIM (11),Any Other,Rural,Females,428,215,61,17,135,532
DISAB04,11,State - SIKKIM (11),Any Other,Urban,Persons,168,2,5,1,160,268
DISAB04,11,State - SIKKIM (11),Any Other,Urban,Males,123,1,4,1,117,96
DISAB04,11,State - SIKKIM (11),Any Other,Urban,Females,45,1,1,0,43,172
DISAB04,11,State - SIKKIM (11),Multiple disability,Total,Persons,1062,640,166,17,239,1878
DISAB04,11,State - SIKKIM (11),Multiple disability,Total,Males,647,380,85,14,168,877
DISAB04,11,State - SIKKIM (11),Multiple disability,Total,Females,415,260,81,3,71,1001
DISAB04,11,State - SIKKIM (11),Multiple disability,Rural,Persons,1002,637,161,15,189,1657
DISAB04,11,State - SIKKIM (11),Multiple disability,Rural,Males,605,379,82,12,132,778
DISAB04,11,State - SIKKIM (11),Multiple disability,Rural,Females,397,258,79,3,57,879
DISAB04,11,State - SIKKIM (11),Multiple disability,Urban,Persons,60,3,5,2,50,221
DISAB04,11,State - SIKKIM (11),Multiple disability,Urban,Males,42,1,3,2,36,99
DISAB04,11,State - SIKKIM (11),Multiple disability,Urban,Females,18,2,2,0,14,122
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Total,Persons,11948,6920,816,198,4014,14786
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Total,Males,7332,3852,416,114,2950,6913
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Total,Females,4616,3068,400,84,1064,7873
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Rural,Persons,10259,6850,777,146,2486,12049
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Rural,Males,6090,3813,392,84,1801,5690
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Rural,Females,4169,3037,385,62,685,6359
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Urban,Persons,1689,70,39,52,1528,2737
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Urban,Males,1242,39,24,30,1149,1223
DISAB04,12,State - ARUNACHAL PRADESH (12),Total disabled population,Urban,Females,447,31,15,22,379,1514
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Total,Persons,2550,1450,198,59,843,3102
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Total,Males,1525,802,97,33,593,1337
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Total,Females,1025,648,101,26,250,1765
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Rural,Persons,2172,1429,190,43,510,2497
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Rural,Males,1261,793,92,24,352,1073
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Rural,Females,911,636,98,19,158,1424
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Urban,Persons,378,21,8,16,333,605
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Urban,Males,264,9,5,9,241,264
DISAB04,12,State - ARUNACHAL PRADESH (12),In Seeing,Urban,Females,114,12,3,7,92,341
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Total,Persons,4125,2458,254,49,1364,4002
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Total,Males,2450,1302,127,25,996,1759
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Total,Females,1675,1156,127,24,368,2243
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Rural,Persons,3621,2432,240,38,911,3295
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Rural,Males,2095,1285,118,18,674,1470
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Rural,Females,1526,1147,122,20,237,1825
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Urban,Persons,504,26,14,11,453,707
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Urban,Males,355,17,9,7,322,289
DISAB04,12,State - ARUNACHAL PRADESH (12),In Hearing,Urban,Females,149,9,5,4,131,418
DISAB04,12,State - ARUNACHAL PRADESH (12),In Speech,Total,Persons,722,470,62,10,180,816
DISAB04,12,State - ARUNACHAL PRADESH (12),In Speech,Total,Males,447,272,33,9,133,433
DISAB04,12,State - ARUNACHAL PRADESH (12),In Speech,Total,Females,275,198,29,1,47,383
DISAB04,12,State - ARUNACHAL PRADESH (12),In Speech,Rural,Persons,641,469,58,4,110,658
DISAB04,12,State - ARUNACHAL PRADESH (12),In Speech,Rural,Males,384,272,29,3,80,353
